6;8;41;62;67;100;42;86;40;99;33;63;14;50;19;97;43;25;80;3;45;84;30;61;73;87;6;82;73;33;59;50;85;54;53;15;72;86;5;46;63;50;58;61;36;14;2;13;21;13;10;16;19;90;3;38;41;9;54;77;24;9;67;97;96;92;68;17;2;infinity;99;72;71;11;13;95;94;34;67;85;90;5;20;20;97;8;31;78;14;85;84;65;25;40;88;13;83;92;67;16
57;53;83;27;46;97;75;88;58;100;59;62;66;59;87;2;87;47;81;6;88;11;12;21;66;40;4;89;59;79;16;94;64;61;31;36;35;58;22;31;79;92;63;45;47;82;95;58;69;33;17;22;40;25;68;33;12;75;55;25;3;100;69;87;30;79;28;41;79;58;infinity;30;90;89;44;79;30;29;51;88;97;23;67;73;82;73;38;65;12;60;38;56;87;15;25;7;31;24;2;26
18;81;12;98;51;38;22;66;29;61;47;9;56;96;23;78;14;32;77;26;14;22;3;31;83;29;14;60;33;92;30;54;40;55;55;61;13;47;79;73;13;100;71;80;30;28;75;80;44;49;8;92;35;47;97;19;10;79;58;38;3;26;62;51;8;68;25;69;1;7;29;infinity;73;24;82;36;11;84;74;73;22;71;98;65;99;61;32;61;48;31;12;28;14;68;97;19;82;1;76;13
44;34;25;9;25;27;8;3;21;22;11;24;30;84;66;98;92;45;43;38;57;54;91;28;11;41;33;40;65;100;13;35;96;25;77;32;52;75;2;40;76;95;71;8;14;39;47;63;93;12;67;63;39;61;85;15;11;63;35;91;14;74;37;17;68;32;87;3;27;41;31;74;infinity;89;19;76;81;65;70;8;42;32;97;49;66;22;58;70;17;35;62;49;56;99;6;4;90;23;52;26
42;65;31;36;85;88;38;82;4;46;23;80;5;43;82;78;14;62;75;75;53;65;1;65;67;9;93;82;99;99;18;98;38;83;84;43;86;80;100;82;76;40;62;33;18;13;97;41;68;33;75;47;72;99;9;96;69;39;53;8;71;93;9;36;94;32;64;33;34;47;56;95;34;infinity;89;18;100;11;83;66;59;91;94;85;81;5;94;59;27;69;83;41;95;69;24;64;95;90;31;20
24;63;84;41;61;74;90;38;23;63;38;17;21;59;45;86;47;73;31;43;36;22;91;100;74;56;13;32;35;16;68;4;27;32;10;86;22;34;40;25;93;84;14;77;55;84;84;14;33;6;55;81;85;3;52;83;80;47;92;79;49;56;70;89;56;58;21;33;1;85;74;27;17;92;infinity;91;94;70;89;54;96;57;53;33;65;12;91;62;62;78;43;55;60;60;83;55;25;100;77;53
92;44;61;58;100;1;70;38;62;20;30;14;48;2;82;79;31;68;46;56;38;5;58;73;65;30;39;78;88;40;62;32;4;64;51;86;75;89;22;42;72;21;7;97;1;16;22;75;31;98;8;50;90;2;77;25;96;38;41;84;64;52;14;85;88;78;96;40;44;71;67;33;29;54;10;infinity;21;73;18;23;40;72;40;2;68;91;70;7;8;93;35;74;59;90;34;30;2;93;75;33
84;27;5;23;97;28;49;45;20;23;86;21;65;15;16;11;78;28;11;52;26;80;6;13;61;10;61;17;63;46;100;12;88;63;20;82;20;18;72;74;79;55;19;71;5;68;96;49;53;75;74;88;69;30;47;95;95;7;1;27;69;60;18;11;2;99;86;6;25;92;76;15;44;6;22;75;infinity;46;96;39;65;5;45;63;15;40;58;55;46;95;73;44;16;78;34;94;4;28;25;51
96;32;59;50;63;29;71;51;75;94;22;22;62;8;93;39;73;69;69;51;47;40;17;98;48;91;42;43;88;19;15;13;45;88;44;14;48;76;58;23;25;66;24;24;30;32;39;90;84;97;51;87;58;63;58;94;20;58;32;85;32;62;47;14;54;32;50;52;71;83;36;83;13;4;33;38;84;infinity;15;72;54;91;83;5;84;43;43;36;42;79;72;67;34;5;7;54;82;37;17;2
13;67;79;80;74;47;51;51;26;34;38;75;72;42;69;44;66;62;7;46;6;22;77;20;83;3;80;78;34;4;4;47;27;46;30;94;13;98;29;23;9;14;2;35;16;53;65;5;14;98;66;49;21;14;61;4;49;56;34;54;82;86;99;37;37;70;30;48;25;47;56;94;76;56;81;60;77;15;infinity;41;29;12;26;9;27;60;7;19;96;65;14;83;62;86;19;16;55;12;20;68
6;60;29;56;39;2;45;79;14;100;26;19;97;66;54;18;75;97;12;64;1;83;93;43;17;25;8;57;91;80;61;77;93;83;55;43;1;60;50;77;61;51;59;21;84;82;54;19;2;57;18;47;33;4;91;22;38;70;84;56;45;91;62;15;82;57;62;61;53;18;47;64;95;19;16;63;19;16;18;infinity;49;10;8;24;86;16;24;80;85;47;31;30;89;81;15;79;49;70;52;4
73;47;95;45;22;98;78;64;48;16;88;8;33;71;1;25;51;100;19;32;48;42;79;48;82;89;90;2;24;1;76;8;58;91;42;84;69;46;30;26;2;9;66;30;40;94;25;21;54;91;5;54;35;4;53;12;8;21;50;92;87;79;47;20;96;33;26;34;43;96;22;83;35;40;60;21;14;10;2;79;infinity;76;95;69;51;63;2;80;41;16;75;33;75;7;54;30;4;90;27;31
83;13;66;38;43;10;30;43;40;15;89;76;74;21;58;27;90;23;66;60;52;36;2;4;75;28;81;34;39;82;48;20;11;98;91;11;63;61;15;69;14;6;56;5;32;79;86;55;26;75;28;5;3;11;19;78;38;14;19;38;52;57;49;26;71;47;7;90;70;83;25;91;87;2;60;95;60;7;20;82;64;infinity;90;41;37;47;86;10;87;20;39;39;78;90;98;77;49;41;9;64
14;19;55;52;83;32;82;55;91;24;76;53;86;87;67;70;55;32;31;89;31;28;2;63;34;70;60;38;87;29;64;62;37;33;16;19;59;59;11;17;46;8;22;37;34;24;20;84;80;57;1;1;62;9;58;16;62;27;8;22;5;15;39;32;4;84;43;62;37;37;80;98;72;28;62;65;70;30;30;33;77;24;infinity;29;99;16;67;25;54;80;80;59;67;52;33;93;62;59;20;28
7;12;15;30;63;1;26;40;2;40;95;63;53;95;42;40;85;56;8;100;57;14;57;77;45;79;32;57;27;68;66;45;52;4;53;65;68;29;87;75;5;45;57;68;37;54;58;92;98;66;50;76;8;21;82;6;5;38;56;18;60;28;8;48;38;4;30;71;59;37;9;55;43;66;60;95;63;37;66;24;64;80;56;infinity;22;28;70;92;43;92;74;22;73;36;32;98;33;46;55;31
77;31;94;98;46;47;65;82;68;96;45;70;1;91;40;32;98;7;74;16;59;39;86;89;50;57;29;97;81;62;23;80;46;38;69;70;76;76;77;83;96;31;18;32;33;53;58;51;26;79;80;56;99;99;33;26;19;23;63;65;66;49;47;58;49;71;98;62;11;23;43;33;7;5;99;22;13;41;30;49;82;77;95;100;infinity;64;59;29;51;19;60;30;1;11;24;36;11;35;27;45
33;29;80;8;79;84;54;57;26;29;43;91;39;90;34;77;88;44;8;33;52;11;68;42;48;84;92;87;78;7;87;7;33;17;58;3;79;52;27;45;36;16;42;82;100;89;57;5;90;65;37;6;12;71;49;47;40;72;20;2;45;30;46;37;95;15;50;39;77;98;37;34;25;18;14;45;39;75;11;4;94;46;65;32;27;infinity;14;93;7;83;82;34;21;58;14;66;76;54;2;45
100;94;18;68;65;50;13;8;18;27;27;94;13;19;34;54;55;29;94;75;65;50;40;85;86;7;60;93;96;87;100;85;59;87;20;54;12;30;100;15;93;67;69;100;64;100;49;45;68;97;65;71;46;18;47;71;33;46;14;22;51;65;36;84;52;10;65;84;33;52;27;11;57;78;86;66;73;84;16;39;70;36;93;74;53;44;infinity;93;34;84;58;95;91;80;40;4;8;44;8;8
5;18;91;34;45;70;54;20;50;99;21;66;35;72;34;92;88;15;24;73;89;10;64;20;73;9;44;39;7;58;95;52;48;64;30;49;96;86;98;85;6;3;27;9;14;100;70;39;63;41;55;98;1;3;18;63;25;57;51;57;92;38;16;49;10;98;14;95;67;20;34;92;76;69;76;82;94;59;72;66;73;10;92;36;10;63;75;infinity;67;54;69;98;1;74;36;9;80;82;28;93
5;12;77;26;63;46;55;23;61;17;45;80;35;36;99;88;54;56;28;9;92;72;81;15;97;90;69;32;69;68;31;21;27;24;99;6;40;1;46;46;51;60;89;50;54;35;52;95;15;34;95;51;19;99;77;56;20;100;3;43;33;57;47;3;43;35;1;57;1;75;70;61;50;7;65;41;99;34;17;74;83;35;77;65;48;30;53;74;infinity;84;11;4;17;47;52;38;12;17;57;95
70;52;99;50;20;92;84;58;28;39;12;48;99;33;6;55;21;32;7;92;98;81;99;57;67;32;28;79;35;15;86;98;17;21;56;17;85;65;15;21;50;47;1;79;68;60;34;47;31;38;65;75;45;14;61;83;96;46;97;22;96;31;67;29;83;9;69;77;22;12;23;59;58;17;22;91;65;19;13;21;4;30;57;20;68;41;2;48;30;infinity;88;53;44;48;83;54;30;42;30;37
52;77;77;34;83;91;81;53;74;81;7;25;35;48;88;87;37;44;35;94;19;74;59;2;66;3;18;88;91;71;94;31;12;56;32;76;31;88;51;29;41;43;63;46;77;32;39;68;49;31;77;47;49;44;82;34;100;17;5;96;37;23;51;22;69;86;94;35;70;67;94;82;91;32;29;44;20;30;84;7;74;51;87;55;98;58;10;35;58;86;infinity;14;69;45;96;24;64;34;82;44
55;43;95;37;98;91;65;52;32;24;63;90;19;70;100;61;63;35;23;12;94;45;1;27;40;40;80;54;69;57;33;33;19;82;16;91;55;91;43;73;62;71;37;87;26;72;53;16;20;33;57;6;72;49;51;16;70;40;93;79;55;86;35;85;93;57;65;35;12;68;35;59;53;20;7;46;38;46;3;58;97;48;52;42;29;51;68;87;37;63;90;infinity;2;50;54;17;40;12;15;39
31;95;21;15;89;25;100;85;65;84;46;26;39;91;92;45;67;98;18;27;17;3;3;81;12;7;52;97;34;47;44;5;18;41;94;32;20;52;76;14;75;17;82;49;57;58;47;86;88;94;56;47;41;64;82;98;30;72;46;77;31;74;59;49;44;56;81;1;77;51;69;80;4;73;75;3;23;97;91;78;23;54;90;23;20;84;63;32;28;15;88;99;infinity;84;97;14;8;46;60;59
17;69;88;92;94;95;68;69;45;66;8;41;73;14;67;89;86;65;84;46;59;61;59;9;69;12;4;10;38;32;11;31;34;81;48;13;80;33;28;12;35;52;66;35;41;53;43;93;96;70;97;63;23;34;79;99;85;99;22;62;94;16;84;20;85;83;10;44;47;15;89;12;20;19;50;35;23;52;27;49;55;70;13;72;94;97;64;79;73;38;37;79;67;infinity;76;87;51;18;48;13
7;10;89;48;32;53;58;7;98;100;12;33;7;5;32;60;40;89;87;35;20;86;52;95;19;28;3;78;26;82;18;92;1;53;68;46;96;53;66;75;59;88;63;33;52;58;57;53;40;86;86;9;70;1;100;13;27;53;82;66;98;60;85;67;49;77;94;90;67;94;91;98;53;5;63;66;53;5;99;55;39;94;69;45;32;26;78;56;87;76;74;28;95;52;infinity;31;73;27;28;65
11;25;58;73;5;34;79;98;20;71;14;94;48;28;70;53;96;32;48;74;4;20;54;55;27;28;13;53;4;39;73;64;51;96;61;45;62;22;58;18;82;6;45;34;100;100;61;19;5;54;83;62;13;2;95;31;66;68;1;55;47;91;15;89;15;16;96;88;15;76;7;13;47;11;63;73;19;95;85;94;64;93;36;33;83;67;44;4;70;41;36;3;42;5;38;infinity;22;78;46;32
91;26;34;70;31;21;23;55;8;52;47;29;42;73;30;65;52;92;71;67;48;12;32;37;51;58;8;87;43;99;97;21;91;36;74;92;63;96;66;18;50;44;73;33;39;38;43;38;94;84;1;17;96;52;81;84;38;76;78;74;35;43;81;27;60;78;50;19;42;99;37;37;37;91;58;90;84;48;21;37;94;50;79;94;5;43;96;86;32;95;89;85;49;20;93;17;infinity;14;22;89
6;96;50;65;55;70;45;63;18;38;37;81;12;15;38;45;91;78;82;35;49;47;4;23;44;100;30;35;85;8;65;77;60;17;29;56;76;39;14;95;96;49;85;7;38;25;32;14;83;75;77;91;63;68;29;3;2;30;79;70;37;29;33;84;40;75;47;89;9;81;20;19;29;87;27;67;59;20;58;69;47;75;14;28;96;23;20;44;1;27;70;79;17;65;82;64;72;infinity;4;38
2;28;31;64;91;49;10;6;79;2;78;54;79;48;98;93;50;12;58;22;48;96;60;92;71;10;19;59;38;86;56;77;87;75;79;76;13;86;13;18;51;86;28;95;60;29;75;100;35;58;23;35;2;79;100;31;1;76;85;68;23;94;8;71;6;96;48;71;6;85;31;40;20;95;29;76;16;47;96;65;37;88;49;26;40;83;51;41;63;17;31;82;96;86;24;15;32;81;infinity;45
50;20;56;80;13;73;83;8;4;53;24;88;92;61;28;11;39;22;8;99;77;32;52;57;9;3;17;83;52;88;64;67;24;64;45;99;94;99;24;32;39;90;49;78;24;68;27;33;76;37;23;11;98;81;27;62;4;8;54;72;74;19;10;47;74;56;22;90;87;27;52;100;88;5;81;52;12;74;5;44;57;35;73;34;79;16;47;90;24;53;99;56;39;78;59;48;92;61;81;infinity
